timestamp,quote_timestamp,instrument_name,expiry,strike,option_type,bid,ask,mark,bid_btc,ask_btc,mark_btc,underlying,bid_size,ask_size,volume,volume_usd,open_interest,mark_iv,bid_iv,ask_iv,delta,gamma,vega,theta,rho,index_price,state
2026-04-28 21:29:00+00:00,2026-04-28 21:29:59.803000+00:00,BTC-29APR26-78000-C,2026-04-29 08:00:00+00:00,78000.0,C,7.629756,22.889268,15.259512,0.0001,0.0003,0.0002,76297.56,5.6,37.5,66.8,6163.2,70.1,34.72,32.14,39.2,0.03363,8e-05,1.97523,-11.97399,0.03061,76297.56,open
2026-04-28 21:29:00+00:00,2026-04-28 21:29:59.803000+00:00,BTC-29APR26-78000-P,2026-04-29 08:00:00+00:00,78000.0,P,1640.3975399999997,1831.14144,1716.6951,0.0215,0.024,0.0225,76297.56,0.4,1.1,0.2,373.17,10.5,34.72,0.0,61.67,-0.96637,8e-05,1.97523,-34.28841,-0.90432,76297.56,open
2026-04-28 21:29:00+00:00,2026-04-28 21:30:00.763000+00:00,BTC-29APR26-74500-C,2026-04-29 08:00:00+00:00,74500.0,C,1602.24876,2441.52192,1846.400952,0.021,0.032,0.0242,76297.56,2.1,0.2,0.0,0.0,0.0,50.97,0.0,130.38,0.91307,0.00012,4.18024,-106.53586,0.81282,76297.56,open
2026-04-28 21:29:00+00:00,2026-04-28 21:29:59.803000+00:00,BTC-29APR26-74500-P,2026-04-29 08:00:00+00:00,74500.0,P,53.408292,68.66780399999999,53.408292,0.0007,0.0009,0.0007,76297.56,20.0,42.6,107.4,8044.39,100.0,50.97,50.76,54.23,-0.08693,0.00012,4.18024,-54.58251,-0.08015,76297.56,open
2026-04-28 21:29:00+00:00,2026-04-28 21:29:59.803000+00:00,BTC-29APR26-78500-P,2026-04-29 08:00:00+00:00,78500.0,P,2136.33168,2365.22436,2212.62924,0.028,0.031,0.029,76297.56,0.4,1.3,0.0,0.0,17.0,37.36,0.0,78.94,-0.98588,4e-05,0.9498,-17.74081,-0.92807,76297.56,open
2026-04-28 21:29:00+00:00,2026-04-28 21:29:59.803000+00:00,BTC-29APR26-74000-C,2026-04-29 08:00:00+00:00,74000.0,C,2098.1829,2975.60484,2334.705336,0.0275,0.039,0.0306,76297.56,2.2,0.2,0.0,0.0,0.0,57.03,0.0,150.9,0.94044,8e-05,3.12875,-89.21688,0.83205,76297.56,open
2026-04-28 21:29:00+00:00,2026-04-28 21:29:59.803000+00:00,BTC-29APR26-74000-P,2026-04-29 08:00:00+00:00,74000.0,P,38.14878,45.778536,38.14878,0.0005,0.0006,0.0005,76297.56,20.0,1.2,163.3,9103.89,170.0,57.03,56.79,59.14,-0.05956,8e-05,3.12875,-39.0884,-0.05494,76297.56,open
2026-04-28 21:29:00+00:00,2026-04-28 21:29:59.803000+00:00,BTC-30APR26-76500-C,2026-04-30 08:00:00+00:00,76500.0,C,610.38048,648.52926,618.010236,0.008,0.0085,0.0081,76297.56,7.0,35.7,9.3,7524.13,20.2,38.11,36.96,38.97,0.46064,0.00022,19.00891,-251.98005,1.35925,76297.56,open
2026-04-28 21:29:00+00:00,2026-04-28 21:30:02.825000+00:00,BTC-30APR26-76500-P,2026-04-30 08:00:00+00:00,76500.0,P,801.1240650000001,877.421595,854.532336,0.0105,0.0115,0.0112,76297.53,27.6,22.4,85.1,79738.39,63.5,38.11,36.35,40.36,-0.53937,0.00022,19.00889,-252.00421,-1.6536,76297.53,open
2026-04-28 21:29:00+00:00,2026-04-28 21:30:02.825000+00:00,BTC-30APR26-76000-C,2026-04-30 08:00:00+00:00,76000.0,C,839.2728299999999,915.57036,885.051348,0.011,0.012,0.0116,76297.53,12.6,19.8,52.0,47607.97,68.0,38.87,35.68,39.74,0.56843,0.00021,18.8203,-254.45995,1.67263,76297.53,open
